dataset;gene;soustype;typesurvie;pval_logRank;pval_Cox;FDR_logrank;FDR_Cox;HR;n;conclusion;poids
GSE42568;FGD6;HER2-enriched;DFS;0,62;0,62;0,69;0,69;0,3;19;Not Significative;0,99
GSE42568;FGD6;Basal-like;OS;0,19;0,2;0,49;0,50;0,8;26;Not Significative;0,99
GSE42568;FGD6;Basal-like;DFS;0,31;0,32;0,49;0,50;0,5;26;Not Significative;0,99
GSE42568;METTL2B;All-tumours;OS;0,29;0,3;0,66;0,85;-0,4;104;Not Significative;0,99
GSE42568;METTL2B;All-tumours;DFS;0,52;0,52;0,77;0,90;-0,2;104;Not Significative;0,99
GSE42568;METTL2B;Luminal-A;OS;0,07;1;0,65;1,00;17,2;26;Not Significative;0,99
GSE42568;METTL2B;Luminal-A;DFS;0,62;0,63;0,77;0,90;0,4;26;Not Significative;0,99
GSE42568;METTL2B;Luminal-B;OS;0,33;0,34;0,66;0,85;-0,8;19;Not Significative;0,99
GSE42568;METTL2B;Luminal-B;DFS;0,13;0,15;0,65;0,85;-1;19;Not Significative;0,99
GSE42568;METTL2B;HER2-enriched;OS;0,55;0,55;0,77;0,90;-0,4;19;Not Significative;0,99
GSE42568;METTL2B;HER2-enriched;DFS;0,25;0,25;0,66;0,85;-0,6;19;Not Significative;0,99
GSE42568;METTL2B;Basal-like;OS;0,8;0,8;0,89;0,99;-0,1;26;Not Significative;0,99
GSE42568;METTL2B;Basal-like;DFS;0,89;0,89;0,89;0,99;0,1;26;Not Significative;0,99
GSE42568;ASH1L;All-tumours;OS;0,91;0,91;0,91;0,91;0;104;Not Significative;0,99
GSE42568;ASH1L;All-tumours;DFS;0,67;0,67;0,86;0,86;0,1;104;Not Significative;0,99
GSE42568;ASH1L;Luminal-A;OS;0,51;0,52;0,85;0,86;-0,8;26;Not Significative;0,99
GSE42568;ASH1L;Luminal-A;DFS;0,69;0,69;0,86;0,86;0,4;26;Not Significative;0,99
GSE42568;ASH1L;Luminal-B;OS;0,42;0,43;0,85;0,86;0,7;19;Not Significative;0,99
GSE42568;ASH1L;Luminal-B;DFS;0,29;0,3;0,85;0,86;0,7;19;Not Significative;0,99
GSE42568;ASH1L;HER2-enriched;OS;0,04;0,05;0,25;0,30;-1,3;19;Not Significative;0,99
GSE42568;ASH1L;HER2-enriched;DFS;0,05;0,06;0,25;0,30;-1;19;Not Significative;0,99
GSE42568;ASH1L;Basal-like;OS;0,79;0,79;0,88;0,88;0,2;26;Not Significative;0,99
GSE42568;ASH1L;Basal-like;DFS;0,5;0,5;0,85;0,86;-0,3;26;Not Significative;0,99
GSE42568;WSB2;All-tumours;OS;0,27;0,27;0,54;0,54;0,4;104;Not Significative;0,99
GSE42568;WSB2;All-tumours;DFS;0,05;0,05;0,23;0,25;0,6;104;Not Significative;0,99
GSE42568;WSB2;Luminal-A;OS;0,51;0,52;0,71;0,71;0,8;26;Not Significative;0,99
GSE42568;WSB2;Luminal-A;DFS;0,57;0,57;0,71;0,71;0,5;26;Not Significative;0,99
GSE42568;WSB2;Luminal-B;OS;0,24;0,25;0,54;0,54;-1;19;Not Significative;0,99
GSE42568;WSB2;Luminal-B;DFS;0,74;0,74;0,82;0,82;-0,2;19;Not Significative;0,99
GSE42568;WSB2;HER2-enriched;OS;0,34;0,35;0,57;0,58;0,6;19;Not Significative;0,99
GSE42568;WSB2;HER2-enriched;DFS;0,91;0,91;0,91;0,91;0,1;19;Not Significative;0,99
GSE42568;WSB2;Basal-like;OS;0,07;0,08;0,23;0,27;1,2;26;Not Significative;0,99
GSE42568;WSB2;Basal-like;DFS;0,02;0,03;0,20;0,25;1,2;26;Not Significative;0,99
GSE42568;KMT2E;All-tumours;OS;0,03;0,04;0,30;0,40;0,7;104;Not Significative;0,99
GSE42568;KMT2E;All-tumours;DFS;0,45;0,45;0,56;0,56;0,2;104;Not Significative;0,99
GSE42568;KMT2E;Luminal-A;OS;0,58;0,59;0,58;0,59;0,7;26;Not Significative;0,99
GSE42568;KMT2E;Luminal-A;DFS;0,57;0,57;0,58;0,59;-0,5;26;Not Significative;0,99
GSE42568;KMT2E;Luminal-B;OS;0,06;0,1;0,30;0,46;1,8;19;Not Significative;0,99
GSE42568;KMT2E;Luminal-B;DFS;0,19;0,2;0,44;0,46;0,9;19;Not Significative;0,99
GSE42568;KMT2E;HER2-enriched;OS;0,29;0,3;0,44;0,46;0,6;19;Not Significative;0,99
GSE42568;KMT2E;HER2-enriched;DFS;0,27;0,27;0,44;0,46;0,6;19;Not Significative;0,99
GSE42568;KMT2E;Basal-like;OS;0,28;0,29;0,44;0,46;0,7;26;Not Significative;0,99
GSE42568;KMT2E;Basal-like;DFS;0,31;0,32;0,44;0,46;0,5;26;Not Significative;0,99
GSE42568;RNF17;All-tumours;OS;0,33;0,33;0,65;0,65;-0,3;104;Not Significative;0,99
GSE42568;RNF17;All-tumours;DFS;0,38;0,38;0,65;0,65;-0,3;104;Not Significative;0,99
GSE42568;RNF17;Luminal-A;OS;0,42;0,44;0,65;0,65;-1;26;Not Significative;0,99
GSE42568;RNF17;Luminal-A;DFS;0,47;0,48;0,65;0,65;-0,7;26;Not Significative;0,99
GSE42568;RNF17;Luminal-B;OS;0,1;0,14;0,65;0,65;1,6;19;Not Significative;0,99
GSE42568;RNF17;Luminal-B;DFS;0,31;0,33;0,65;0,65;0,7;19;Not Significative;0,99
GSE42568;RNF17;HER2-enriched;OS;0,6;0,6;0,67;0,67;-0,3;19;Not Significative;0,99
GSE42568;RNF17;HER2-enriched;DFS;0,77;0,77;0,77;0,77;-0,2;19;Not Significative;0,99
GSE42568;RNF17;Basal-like;OS;0,52;0,52;0,65;0,65;-0,4;26;Not Significative;0,99
GSE42568;RNF17;Basal-like;DFS;0,32;0,32;0,65;0,65;-0,5;26;Not Significative;0,99
GSE42568;STK31;All-tumours;OS;0,67;0,67;0,95;0,95;0,1;104;Not Significative;0,99
GSE42568;STK31;All-tumours;DFS;0,95;0,95;0,95;0,95;0;104;Not Significative;0,99
GSE42568;STK31;Luminal-A;OS;0,59;0,6;0,95;0,95;0,6;26;Not Significative;0,99
GSE42568;STK31;Luminal-A;DFS;0,61;0,61;0,95;0,95;-0,5;26;Not Significative;0,99
GSE42568;STK31;Luminal-B;OS;0,88;0,88;0,95;0,95;-0,1;19;Not Significative;0,99
GSE42568;STK31;Luminal-B;DFS;0,81;0,82;0,95;0,95;0,2;19;Not Significative;0,99
GSE42568;STK31;HER2-enriched;OS;0,78;0,78;0,95;0,95;0,2;19;Not Significative;0,99
GSE42568;STK31;HER2-enriched;DFS;0,57;0,57;0,95;0,95;-0,3;19;Not Significative;0,99
GSE42568;STK31;Basal-like;OS;0,67;0,67;0,95;0,95;-0,3;26;Not Significative;0,99
GSE42568;STK31;Basal-like;DFS;0,77;0,77;0,95;0,95;-0,2;26;Not Significative;0,99
GSE42568;TDRD1;All-tumours;OS;0,01;0,01;0,10;0,10;-0,9;104;Significative;0,99
GSE42568;TDRD1;All-tumours;DFS;0,11;0,11;0,37;0,37;-0,5;104;Not Significative;0,99
GSE42568;TDRD1;Luminal-A;OS;0,59;0,6;0,66;0,67;-0,6;26;Not Significative;0,99
GSE42568;TDRD1;Luminal-A;DFS;0,58;0,59;0,66;0,67;0,5;26;Not Significative;0,99
GSE42568;TDRD1;Luminal-B;OS;0,82;0,82;0,82;0,82;-0,2;19;Not Significative;0,99
GSE42568;TDRD1;Luminal-B;DFS;0,39;0,41;0,56;0,59;0,6;19;Not Significative;0,99
GSE42568;TDRD1;HER2-enriched;OS;0,38;0,39;0,56;0,59;0,5;19;Not Significative;0,99
GSE42568;TDRD1;HER2-enriched;DFS;0,31;0,32;0,56;0,59;0,6;19;Not Significative;0,99
GSE42568;TDRD1;Basal-like;OS;0,09;0,11;0,37;0,37;-1,1;26;Not Significative;0,99
GSE42568;TDRD1;Basal-like;DFS;0,25;0,26;0,56;0,59;-0,6;26;Not Significative;0,99
GSE42568;SMYD2;All-tumours;OS;0,22;0,22;0,67;0,68;-0,4;104;Not Significative;0,99
GSE42568;SMYD2;All-tumours;DFS;0,09;0,09;0,67;0,68;-0,5;104;Not Significative;0,99
GSE42568;SMYD2;Luminal-A;OS;0,55;0,56;0,67;0,68;-0,7;26;Not Significative;0,99
GSE42568;SMYD2;Luminal-A;DFS;0,6;0,61;0,67;0,68;-0,5;26;Not Significative;0,99
GSE42568;SMYD2;Luminal-B;OS;0,22;0,24;0,67;0,68;-1;19;Not Significative;0,99
GSE42568;SMYD2;Luminal-B;DFS;0,41;0,4;0,67;0,68;-0,6;19;Not Significative;0,99
GSE42568;SMYD2;HER2-enriched;OS;0,94;0,94;0,94;0,94;0;19;Not Significative;0,99
GSE42568;SMYD2;HER2-enriched;DFS;0,56;0,57;0,67;0,68;-0,3;19;Not Significative;0,99
GSE42568;SMYD2;Basal-like;OS;0,44;0,44;0,67;0,68;-0,5;26;Not Significative;0,99
GSE42568;SMYD2;Basal-like;DFS;0,36;0,36;0,67;0,68;-0,5;26;Not Significative;0,99
GSE42568;WDR93;All-tumours;OS;0,61;0,61;0,61;0,61;0,2;104;Not Significative;0,99
GSE42568;WDR93;All-tumours;DFS;0,18;0,18;0,36;0,42;0,4;104;Not Significative;0,99
GSE42568;WDR93;Luminal-A;OS;0,58;0,59;0,61;0,61;0,7;26;Not Significative;0,99
GSE42568;WDR93;Luminal-A;DFS;0,18;0,21;0,36;0,42;1,4;26;Not Significative;0,99
GSE42568;WDR93;Luminal-B;OS;0,31;0,33;0,52;0,54;0,9;19;Not Significative;0,99
GSE42568;WDR93;Luminal-B;DFS;0,45;0,46;0,56;0,58;0,5;19;Not Significative;0,99
GSE42568;WDR93;HER2-enriched;OS;0,01;0,03;0,05;0,15;-1,5;19;Significative;0,99
GSE42568;WDR93;HER2-enriched;DFS;0,01;0,01;0,05;0,10;-1,5;19;Significative;0,99
GSE42568;WDR93;Basal-like;OS;0,38;0,38;0,54;0,54;-0,5;26;Not Significative;0,99
GSE42568;WDR93;Basal-like;DFS;0,12;0,13;0,36;0,42;-0,8;26;Not Significative;0,99
GSE42568;PRDM8;All-tumours;OS;0,49;0,49;0,61;0,61;-0,2;104;Not Significative;0,99
GSE42568;PRDM8;All-tumours;DFS;0,88;0,88;0,88;0,88;0;104;Not Significative;0,99
GSE42568;PRDM8;Luminal-A;OS;0,58;0,59;0,64;0,66;0,7;26;Not Significative;0,99
GSE42568;PRDM8;Luminal-A;DFS;0,18;0,21;0,42;0,43;1,4;26;Not Significative;0,99
GSE42568;PRDM8;Luminal-B;OS;0,35;0,37;0,50;0,53;-0,8;19;Not Significative;0,99
GSE42568;PRDM8;Luminal-B;DFS;0,23;0,24;0,42;0,43;-0,8;19;Not Significative;0,99
GSE42568;PRDM8;HER2-enriched;OS;0,15;0,17;0,42;0,43;-0,9;19;Not Significative;0,99
GSE42568;PRDM8;HER2-enriched;DFS;0,17;0,18;0,42;0,43;-0,7;19;Not Significative;0,99
GSE42568;PRDM8;Basal-like;OS;0,25;0,26;0,42;0,43;-0,7;26;Not Significative;0,99
GSE42568;PRDM8;Basal-like;DFS;0,11;0,12;0,42;0,43;-0,8;26;Not Significative;0,99
GSE42568;PRDM9;All-tumours;OS;0,1;0,11;0,40;0,80;-0,6;104;Not Significative;0,99
GSE42568;PRDM9;All-tumours;DFS;0,3;0,3;0,75;0,98;-0,3;104;Not Significative;0,99
GSE42568;PRDM9;Luminal-A;OS;0,06;1;0,40;1,00;-17,3;26;Not Significative;0,99
GSE42568;PRDM9;Luminal-A;DFS;0,12;0,16;0,40;0,80;-1,6;26;Not Significative;0,99
GSE42568;PRDM9;Luminal-B;OS;0,76;0,76;0,91;1,00;-0,2;19;Not Significative;0,99
GSE42568;PRDM9;Luminal-B;DFS;0,91;0,91;0,91;1,00;0,1;19;Not Significative;0,99
GSE42568;PRDM9;HER2-enriched;OS;0,52;0,52;0,87;1,00;-0,4;19;Not Significative;0,99
GSE42568;PRDM9;HER2-enriched;DFS;0,89;0,89;0,91;1,00;0,1;19;Not Significative;0,99
GSE42568;PRDM9;Basal-like;OS;0,63;0,63;0,90;1,00;-0,3;26;Not Significative;0,99
GSE42568;PRDM9;Basal-like;DFS;0,39;0,39;0,78;0,98;-0,4;26;Not Significative;0,99
GSE42568;PRDM10;All-tumours;OS;0,06;0,07;0,20;0,23;-0,6;104;Not Significative;0,99
GSE42568;PRDM10;All-tumours;DFS;0,01;0,01;0,10;0,10;-0,7;104;Significative;0,99
GSE42568;PRDM10;Luminal-A;OS;0,55;0,56;0,61;0,62;-0,7;26;Not Significative;0,99
GSE42568;PRDM10;Luminal-A;DFS;0,14;0,18;0,28;0,36;-1,5;26;Not Significative;0,99
GSE42568;PRDM10;Luminal-B;OS;0,24;0,26;0,40;0,43;-1;19;Not Significative;0,99
GSE42568;PRDM10;Luminal-B;DFS;0,54;0,53;0,61;0,62;-0,4;19;Not Significative;0,99
GSE42568;PRDM10;HER2-enriched;OS;0,1;0,11;0,25;0,27;-1;19;Not Significative;0,99
GSE42568;PRDM10;HER2-enriched;DFS;0,06;0,07;0,20;0,23;-1;19;Not Significative;0,99
GSE42568;PRDM10;Basal-like;OS;0,7;0,71;0,70;0,71;-0,2;26;Not Significative;0,99
GSE42568;PRDM10;Basal-like;DFS;0,44;0,45;0,61;0,62;-0,4;26;Not Significative;0,99
GSE42568;PRDM11;All-tumours;OS;0,56;0,56;0,69;0,77;-0,2;104;Not Significative;0,99
GSE42568;PRDM11;All-tumours;DFS;1;1;1,00;1,00;0;104;Not Significative;0,99
GSE42568;PRDM11;Luminal-A;OS;0,55;0,56;0,69;0,77;-0,7;26;Not Significative;0,99
GSE42568;PRDM11;Luminal-A;DFS;0,62;0,62;0,69;0,77;0,5;26;Not Significative;0,99
GSE42568;PRDM11;Luminal-B;OS;0;1;0,00;1,00;-18,7;19;Significative;0,99
GSE42568;PRDM11;Luminal-B;DFS;0,05;0,07;0,17;0,35;-1,3;19;Not Significative;0,99
GSE42568;PRDM11;HER2-enriched;OS;0,5;0,51;0,69;0,77;0,4;19;Not Significative;0,99
GSE42568;PRDM11;HER2-enriched;DFS;0,24;0,25;0,48;0,63;0,6;19;Not Significative;0,99
GSE42568;PRDM11;Basal-like;OS;0,03;0,04;0,15;0,35;1,4;26;Not Significative;0,99
GSE42568;PRDM11;Basal-like;DFS;0,2;0,21;0,48;0,63;0,7;26;Not Significative;0,99
GSE42568;TULP4;All-tumours;OS;0,09;0,1;0,43;0,48;0,6;104;Not Significative;0,99
GSE42568;TULP4;All-tumours;DFS;0,16;0,16;0,43;0,48;0,4;104;Not Significative;0,99
GSE42568;TULP4;Luminal-A;OS;0,62;0,63;0,77;0,79;-0,6;26;Not Significative;0,99
GSE42568;TULP4;Luminal-A;DFS;0,74;0,75;0,82;0,83;-0,3;26;Not Significative;0,99
GSE42568;TULP4;Luminal-B;OS;0,94;0,94;0,94;0,94;0,1;19;Not Significative;0,99
GSE42568;TULP4;Luminal-B;DFS;0,43;0,44;0,77;0,79;-0,5;19;Not Significative;0,99
GSE42568;TULP4;HER2-enriched;OS;0,48;0,48;0,77;0,79;-0,4;19;Not Significative;0,99
GSE42568;TULP4;HER2-enriched;DFS;0,55;0,55;0,77;0,79;-0,3;19;Not Significative;0,99
GSE42568;TULP4;Basal-like;OS;0,17;0,19;0,43;0,48;0,8;26;Not Significative;0,99
GSE42568;TULP4;Basal-like;DFS;0,06;0,07;0,43;0,48;1;26;Not Significative;0,99
GSE42568;INTS12;All-tumours;OS;0,34;0,34;0,88;0,88;0,3;104;Not Significative;0,99
GSE42568;INTS12;All-tumours;DFS;0,53;0,53;0,88;0,88;0,2;104;Not Significative;0,99
GSE42568;INTS12;Luminal-A;OS;0,55;0,56;0,88;0,88;0,7;26;Not Significative;0,99
GSE42568;INTS12;Luminal-A;DFS;0,63;0,64;0,88;0,88;0,4;26;Not Significative;0,99
GSE42568;INTS12;Luminal-B;OS;0,55;0,56;0,88;0,88;0,5;19;Not Significative;0,99
GSE42568;INTS12;Luminal-B;DFS;0,94;0,93;0,94;0,93;0,1;19;Not Significative;0,99
GSE42568;INTS12;HER2-enriched;OS;0,79;0,79;0,88;0,88;0,2;19;Not Significative;0,99
GSE42568;INTS12;HER2-enriched;DFS;0,56;0,56;0,88;0,88;0,3;19;Not Significative;0,99
GSE42568;INTS12;Basal-like;OS;0,77;0,77;0,88;0,88;0,2;26;Not Significative;0,99
GSE42568;INTS12;Basal-like;DFS;0,4;0,41;0,88;0,88;0,4;26;Not Significative;0,99
GSE42568;SCYL3;All-tumours;OS;0,82;0,82;0,85;0,87;0,1;104;Not Significative;0,99
GSE42568;SCYL3;All-tumours;DFS;0,71;0,71;0,85;0,87;-0,1;104;Not Significative;0,99
GSE42568;SCYL3;Luminal-A;OS;0,51;0,52;0,85;0,87;0,8;26;Not Significative;0,99
GSE42568;SCYL3;Luminal-A;DFS;0,69;0,69;0,85;0,87;-0,4;26;Not Significative;0,99
GSE42568;SCYL3;Luminal-B;OS;0,58;0,58;0,85;0,87;0,5;19;Not Significative;0,99
GSE42568;SCYL3;Luminal-B;DFS;0,85;0,87;0,85;0,87;-0,1;19;Not Significative;0,99
GSE42568;SCYL3;HER2-enriched;OS;0,43;0,43;0,85;0,87;0,5;19;Not Significative;0,99
GSE42568;SCYL3;HER2-enriched;DFS;0,73;0,73;0,85;0,87;0,2;19;Not Significative;0,99
GSE42568;SCYL3;Basal-like;OS;0,35;0,36;0,85;0,87;-0,5;26;Not Significative;0,99
GSE42568;SCYL3;Basal-like;DFS;0,4;0,4;0,85;0,87;-0,4;26;Not Significative;0,99
GSE42568;CORO1B;All-tumours;OS;0,35;0,35;0,74;0,74;-0,3;104;Not Significative;0,99
GSE42568;CORO1B;All-tumours;DFS;0,43;0,44;0,74;0,74;-0,2;104;Not Significative;0,99
GSE42568;CORO1B;Luminal-A;OS;0,54;0,54;0,74;0,74;0,7;26;Not Significative;0,99
GSE42568;CORO1B;Luminal-A;DFS;0,64;0,64;0,74;0,74;0,4;26;Not Significative;0,99
GSE42568;CORO1B;Luminal-B;OS;0,39;0,4;0,74;0,74;0,7;19;Not Significative;0,99
GSE42568;CORO1B;Luminal-B;DFS;0,74;0,74;0,74;0,74;0,2;19;Not Significative;0,99
GSE42568;CORO1B;HER2-enriched;OS;0,51;0,51;0,74;0,74;-0,4;19;Not Significative;0,99
GSE42568;CORO1B;HER2-enriched;DFS;0,71;0,71;0,74;0,74;-0,2;19;Not Significative;0,99
GSE42568;CORO1B;Basal-like;OS;0,29;0,3;0,74;0,74;0,6;26;Not Significative;0,99
GSE42568;CORO1B;Basal-like;DFS;0,28;0,29;0,74;0,74;0,6;26;Not Significative;0,99
GSE42568;CBX8;All-tumours;OS;0,52;0,52;0,81;0,81;-0,2;104;Not Significative;0,99
GSE42568;CBX8;All-tumours;DFS;0,73;0,73;0,81;0,81;-0,1;104;Not Significative;0,99
GSE42568;CBX8;Luminal-A;OS;0,55;0,56;0,81;0,81;-0,7;26;Not Significative;0,99
GSE42568;CBX8;Luminal-A;DFS;0,68;0,68;0,81;0,81;0,4;26;Not Significative;0,99
GSE42568;CBX8;Luminal-B;OS;0,25;0,27;0,81;0,81;-1;19;Not Significative;0,99
GSE42568;CBX8;Luminal-B;DFS;0,16;0,18;0,81;0,81;-1;19;Not Significative;0,99
GSE42568;CBX8;HER2-enriched;OS;0,72;0,72;0,81;0,81;0,2;19;Not Significative;0,99
GSE42568;CBX8;HER2-enriched;DFS;0,51;0,51;0,81;0,81;-0,4;19;Not Significative;0,99
GSE42568;CBX8;Basal-like;OS;0,83;0,83;0,83;0,83;-0,1;26;Not Significative;0,99
GSE42568;CBX8;Basal-like;DFS;0,51;0,51;0,81;0,81;-0,3;26;Not Significative;0,99
GSE42568;WDR18;All-tumours;OS;0,01;0,01;0,10;0,10;-0,9;104;Significative;0,99
GSE42568;WDR18;All-tumours;DFS;0,19;0,19;0,48;0,70;-0,4;104;Not Significative;0,99
GSE42568;WDR18;Luminal-A;OS;0,09;1;0,45;1,00;-17;26;Not Significative;0,99
GSE42568;WDR18;Luminal-A;DFS;0,7;0,7;0,98;1,00;-0,4;26;Not Significative;0,99
GSE42568;WDR18;Luminal-B;OS;0,19;0,21;0,48;0,70;-1,1;19;Not Significative;0,99
GSE42568;WDR18;Luminal-B;DFS;0,43;0,43;0,73;0,90;-0,5;19;Not Significative;0,99
GSE42568;WDR18;HER2-enriched;OS;0,44;0,45;0,73;0,90;-0,5;19;Not Significative;0,99
GSE42568;WDR18;HER2-enriched;DFS;0,88;0,88;0,98;1,00;-0,1;19;Not Significative;0,99
GSE42568;WDR18;Basal-like;OS;0,8;0,8;0,98;1,00;0,1;26;Not Significative;0,99
GSE42568;WDR18;Basal-like;DFS;0,99;0,99;0,99;1,00;0;26;Not Significative;0,99
GSE42568;NWD2;All-tumours;OS;0,89;0,89;0,92;0,92;0;104;Not Significative;0,99
GSE42568;NWD2;All-tumours;DFS;0,92;0,92;0,92;0,92;0;104;Not Significative;0,99
GSE42568;NWD2;Luminal-A;OS;0,58;0,59;0,92;0,92;0,7;26;Not Significative;0,99
GSE42568;NWD2;Luminal-A;DFS;0,57;0,57;0,92;0,92;-0,5;26;Not Significative;0,99
GSE42568;NWD2;Luminal-B;OS;0,91;0,91;0,92;0,92;-0,1;19;Not Significative;0,99
GSE42568;NWD2;Luminal-B;DFS;0,75;0,74;0,92;0,92;-0,2;19;Not Significative;0,99
GSE42568;NWD2;HER2-enriched;OS;0,8;0,8;0,92;0,92;-0,2;19;Not Significative;0,99
GSE42568;NWD2;HER2-enriched;DFS;0,82;0,83;0,92;0,92;-0,1;19;Not Significative;0,99
GSE42568;NWD2;Basal-like;OS;0,08;0,09;0,80;0,90;1;26;Not Significative;0,99
GSE42568;NWD2;Basal-like;DFS;0,4;0,41;0,92;0,92;0,4;26;Not Significative;0,99
GSE42568;MTA3;All-tumours;OS;0,96;0,96;0,96;0,96;0;104;Not Significative;0,99
GSE42568;MTA3;All-tumours;DFS;0,7;0,7;0,96;0,96;-0,1;104;Not Significative;0,99
GSE42568;MTA3;Luminal-A;OS;0,58;0,59;0,96;0,96;-0,7;26;Not Significative;0,99
GSE42568;MTA3;Luminal-A;DFS;0,68;0,68;0,96;0,96;-0,4;26;Not Significative;0,99
GSE42568;MTA3;Luminal-B;OS;0,94;0,94;0,96;0,96;0,1;19;Not Significative;0,99
GSE42568;MTA3;Luminal-B;DFS;0,22;0,24;0,96;0,96;-0,8;19;Not Significative;0,99
GSE42568;MTA3;HER2-enriched;OS;0,93;0,93;0,96;0,96;-0,1;19;Not Significative;0,99
GSE42568;MTA3;HER2-enriched;DFS;0,88;0,88;0,96;0,96;0,1;19;Not Significative;0,99
GSE42568;MTA3;Basal-like;OS;0,56;0,56;0,96;0,96;-0,3;26;Not Significative;0,99
GSE42568;MTA3;Basal-like;DFS;0,32;0,32;0,96;0,96;-0,5;26;Not Significative;0,99
GSE42568;RPTOR;All-tumours;OS;0;0;0,00;0,00;-1,2;104;Significative;0,99
GSE42568;RPTOR;All-tumours;DFS;0,07;0,08;0,20;0,27;-0,5;104;Not Significative;0,99
GSE42568;RPTOR;Luminal-A;OS;0,08;1;0,20;1,00;-17,1;26;Not Significative;0,99
GSE42568;RPTOR;Luminal-A;DFS;0,66;0,66;0,83;0,94;-0,4;26;Not Significative;0,99
GSE42568;RPTOR;Luminal-B;OS;0,97;0,97;0,97;1,00;0;19;Not Significative;0,99
GSE42568;RPTOR;Luminal-B;DFS;0,95;0,95;0,97;1,00;0;19;Not Significative;0,99
GSE42568;RPTOR;HER2-enriched;OS;0,01;0,03;0,05;0,15;-1,5;19;Significative;0,99
GSE42568;RPTOR;HER2-enriched;DFS;0,13;0,14;0,26;0,35;-0,8;19;Not Significative;0,99
GSE42568;RPTOR;Basal-like;OS;0,18;0,19;0,30;0,38;-0,8;26;Not Significative;0,99
GSE42568;RPTOR;Basal-like;DFS;0,23;0,24;0,33;0,40;-0,6;26;Not Significative;0,99
GSE42568;WDR35;All-tumours;OS;0,05;0,05;0,23;0,30;0,7;104;Not Significative;0,99
GSE42568;WDR35;All-tumours;DFS;0,25;0,25;0,63;0,63;0,3;104;Not Significative;0,99
GSE42568;WDR35;Luminal-A;OS;0,51;0,52;0,85;0,85;0,8;26;Not Significative;0,99
GSE42568;WDR35;Luminal-A;DFS;0,72;0,72;0,85;0,85;-0,3;26;Not Significative;0,99
GSE42568;WDR35;Luminal-B;OS;0,04;0,08;0,23;0,30;2;19;Not Significative;0,99
GSE42568;WDR35;Luminal-B;DFS;0,07;0,09;0,23;0,30;1,2;19;Not Significative;0,99
GSE42568;WDR35;HER2-enriched;OS;0,42;0,42;0,84;0,84;0,5;19;Not Significative;0,99
GSE42568;WDR35;HER2-enriched;DFS;0,85;0,85;0,85;0,85;-0,1;19;Not Significative;0,99
GSE42568;WDR35;Basal-like;OS;0,77;0,77;0,85;0,85;-0,2;26;Not Significative;0,99
GSE42568;WDR35;Basal-like;DFS;0,61;0,61;0,85;0,85;-0,3;26;Not Significative;0,99
GSE42568;IFT80;All-tumours;OS;0;0;0,00;0,00;1,1;104;Significative;0,99
GSE42568;IFT80;All-tumours;DFS;0,02;0,02;0,10;0,10;0,7;104;Significative;0,99
GSE42568;IFT80;Luminal-A;OS;0,05;1;0,17;1,00;17,4;26;Not Significative;0,99
GSE42568;IFT80;Luminal-A;DFS;0,1;0,14;0,25;0,47;1,6;26;Not Significative;0,99
GSE42568;IFT80;Luminal-B;OS;0,83;0,83;0,92;1,00;0,2;19;Not Significative;0,99
GSE42568;IFT80;Luminal-B;DFS;0,79;0,81;0,92;1,00;-0,2;19;Not Significative;0,99
GSE42568;IFT80;HER2-enriched;OS;0,36;0,37;0,60;0,74;0,6;19;Not Significative;0,99
GSE42568;IFT80;HER2-enriched;DFS;0,78;0,78;0,92;1,00;-0,1;19;Not Significative;0,99
GSE42568;IFT80;Basal-like;OS;0,92;0,92;0,92;1,00;0,1;26;Not Significative;0,99
GSE42568;IFT80;Basal-like;DFS;0,26;0,27;0,52;0,68;0,6;26;Not Significative;0,99
GSE42568;WDFY1;All-tumours;OS;0;0;0,00;0,00;1,1;104;Significative;0,99
GSE42568;WDFY1;All-tumours;DFS;0,04;0,05;0,10;0,13;0,6;104;Significative;0,99
GSE42568;WDFY1;Luminal-A;OS;0,51;0,52;0,57;0,58;0,8;26;Not Significative;0,99
GSE42568;WDFY1;Luminal-A;DFS;0,6;0,6;0,60;0,60;0,5;26;Not Significative;0,99
GSE42568;WDFY1;Luminal-B;OS;0,13;0,17;0,26;0,34;1,5;19;Not Significative;0,99
GSE42568;WDFY1;Luminal-B;DFS;0,47;0,47;0,57;0,58;0,5;19;Not Significative;0,99
GSE42568;WDFY1;HER2-enriched;OS;0,04;0,05;0,10;0,13;1,3;19;Significative;0,99
GSE42568;WDFY1;HER2-enriched;DFS;0,04;0,05;0,10;0,13;1,1;19;Significative;0,99
GSE42568;WDFY1;Basal-like;OS;0,24;0,25;0,40;0,42;0,7;26;Not Significative;0,99
GSE42568;WDFY1;Basal-like;DFS;0,31;0,32;0,44;0,46;0,5;26;Not Significative;0,99
GSE42568;BAHCC1;All-tumours;OS;0,82;0,82;0,82;0,82;0,1;104;Not Significative;0,99
GSE42568;BAHCC1;All-tumours;DFS;0,79;0,79;0,82;0,82;-0,1;104;Not Significative;0,99
GSE42568;BAHCC1;Luminal-A;OS;0,51;0,52;0,82;0,82;-0,8;26;Not Significative;0,99
GSE42568;BAHCC1;Luminal-A;DFS;0,57;0,57;0,82;0,82;-0,5;26;Not Significative;0,99
GSE42568;BAHCC1;Luminal-B;OS;0,12;0,16;0,60;0,67;1,5;19;Not Significative;0,99
